mode: atomic
gin-artweb/main.go:42.13,56.17 7 0
gin-artweb/internal/model/oes/colony.go:59.2,59.12 1 0
gin-artweb/internal/model/oes/colony.go:73.76,82.2 8 0
gin-artweb/internal/model/oes/colony.go:110.82,111.16 1 0
gin-artweb/internal/model/oes/colony.go:111.16,113.3 1 0
gin-artweb/internal/model/oes/colony.go:114.2,121.12 8 0
gin-artweb/internal/model/oes/colony.go:124.57,134.2 1 0
gin-artweb/internal/model/oes/colony.go:136.61,146.2 1 0
gin-artweb/internal/model/oes/colony.go:177.80,178.69 1 0
gin-artweb/internal/model/oes/colony.go:178.69,180.3 1 0
gin-artweb/internal/model/oes/colony.go:181.2,184.25 4 0
gin-artweb/internal/model/oes/colony.go:184.25,186.3 1 0
gin-artweb/internal/model/oes/colony.go:187.2,190.12 4 0
gin-artweb/internal/model/oes/colony.go:193.58,195.26 2 0
gin-artweb/internal/model/oes/colony.go:195.26,197.3 1 0
gin-artweb/internal/model/oes/colony.go:198.2,198.25 1 0
gin-artweb/internal/model/oes/colony.go:198.25,200.3 1 0
gin-artweb/internal/model/oes/colony.go:201.2,201.29 1 0
gin-artweb/internal/model/oes/colony.go:201.29,203.3 1 0
gin-artweb/internal/model/oes/colony.go:204.2,204.25 1 0
gin-artweb/internal/model/oes/colony.go:204.25,206.3 1 0
gin-artweb/internal/model/oes/colony.go:207.2,207.23 1 0
gin-artweb/internal/model/oes/colony.go:207.23,209.3 1 0
gin-artweb/internal/model/oes/colony.go:210.2,210.24 1 0
gin-artweb/internal/model/oes/colony.go:210.24,212.3 1 0
gin-artweb/internal/model/oes/colony.go:213.2,213.23 1 0
gin-artweb/internal/model/oes/colony.go:213.23,215.3 1 0
gin-artweb/internal/model/oes/colony.go:216.2,216.17 1 0
gin-artweb/internal/model/oes/colony.go:279.21,287.2 1 0
gin-artweb/internal/model/oes/colony.go:291.25,297.2 1 0
gin-artweb/internal/model/oes/colony.go:301.23,308.2 1 0
gin-artweb/internal/model/oes/colony.go:312.24,313.18 1 0
gin-artweb/internal/model/oes/colony.go:313.18,315.3 1 0
gin-artweb/internal/model/oes/colony.go:316.2,317.17 2 0
gin-artweb/internal/model/oes/colony.go:317.17,318.24 1 0
gin-artweb/internal/model/oes/colony.go:318.24,321.4 2 0
gin-artweb/internal/model/oes/colony.go:323.2,323.12 1 0
gin-artweb/internal/model/oes/cron.go:18.43,20.2 1 0
gin-artweb/internal/model/oes/cron.go:22.74,23.14 1 0
gin-artweb/internal/model/oes/cron.go:23.14,25.3 1 0
gin-artweb/internal/model/oes/cron.go:26.2,26.58 1 0
gin-artweb/internal/model/oes/cron.go:26.58,28.3 1 0
gin-artweb/internal/model/oes/cron.go:29.2,31.12 3 0
gin-artweb/internal/model/oes/cron.go:34.60,35.18 1 0
gin-artweb/internal/model/oes/cron.go:35.18,37.3 1 0
gin-artweb/internal/model/oes/cron.go:39.2,40.23 2 0
gin-artweb/internal/model/oes/cron.go:40.23,42.3 1 0
gin-artweb/internal/model/oes/cron.go:43.2,43.12 1 0
gin-artweb/internal/model/oes/node.go:23.43,25.2 1 0
gin-artweb/internal/model/oes/node.go:27.74,28.14 1 0
gin-artweb/internal/model/oes/node.go:28.14,30.3 1 0
gin-artweb/internal/model/oes/node.go:31.2,31.62 1 0
gin-artweb/internal/model/oes/node.go:31.62,33.3 1 0
gin-artweb/internal/model/oes/node.go:34.2,38.12 5 0
gin-artweb/internal/model/oes/node.go:41.60,42.18 1 0
gin-artweb/internal/model/oes/node.go:42.18,44.3 1 0
gin-artweb/internal/model/oes/node.go:46.2,47.23 2 0
gin-artweb/internal/model/oes/node.go:47.23,49.3 1 0
gin-artweb/internal/model/oes/node.go:50.2,50.12 1 0
gin-artweb/internal/model/oes/node.go:61.74,68.2 6 0
gin-artweb/internal/model/oes/node.go:87.79,93.2 5 0
gin-artweb/internal/model/oes/node.go:95.52,102.2 1 0
gin-artweb/internal/model/oes/node.go:104.58,111.2 1 0
gin-artweb/internal/model/oes/node.go:133.78,134.69 1 0
gin-artweb/internal/model/oes/node.go:134.69,136.3 1 0
gin-artweb/internal/model/oes/node.go:137.2,138.25 2 0
gin-artweb/internal/model/oes/node.go:138.25,140.3 1 0
gin-artweb/internal/model/oes/node.go:141.2,143.12 3 0
gin-artweb/internal/model/oes/node.go:146.56,148.24 2 0
gin-artweb/internal/model/oes/node.go:148.24,150.3 1 0
gin-artweb/internal/model/oes/node.go:151.2,151.25 1 0
gin-artweb/internal/model/oes/node.go:151.25,153.3 1 0
gin-artweb/internal/model/oes/node.go:154.2,154.25 1 0
gin-artweb/internal/model/oes/node.go:154.25,156.3 1 0
gin-artweb/internal/model/oes/node.go:157.2,157.20 1 0
gin-artweb/internal/model/oes/node.go:157.20,159.3 1 0
gin-artweb/internal/model/oes/node.go:160.2,160.17 1 0
gin-artweb/internal/model/oes/node.go:194.19,200.2 1 0
gin-artweb/internal/model/oes/node.go:204.23,210.2 1 0
gin-artweb/internal/model/oes/node.go:214.21,220.2 1 0
gin-artweb/internal/model/oes/node.go:224.22,225.18 1 0
gin-artweb/internal/model/oes/node.go:225.18,227.3 1 0
gin-artweb/internal/model/oes/node.go:228.2,229.17 2 0
gin-artweb/internal/model/oes/node.go:229.17,230.24 1 0
gin-artweb/internal/model/oes/node.go:230.24,233.4 2 0
gin-artweb/internal/model/oes/node.go:235.2,235.12 1 0
gin-artweb/internal/model/oes/task.go:20.74,24.2 3 0
gin-artweb/internal/model/oes/task.go:37.58,39.2 1 0
gin-artweb/internal/model/oes/task.go:41.59,43.2 1 0
gin-artweb/internal/model/oes/task.go:45.85,47.41 2 0
gin-artweb/internal/model/oes/task.go:47.41,49.3 1 0
gin-artweb/internal/model/oes/task.go:50.2,50.12 1 0
gin-artweb/internal/model/oes/task.go:53.64,56.31 3 0
gin-artweb/internal/model/oes/task.go:56.31,57.14 1 0
gin-artweb/internal/model/oes/task.go:57.14,59.4 1 0
gin-artweb/internal/model/oes/task.go:61.2,61.17 1 0
gin-artweb/internal/model/oes/task.go:75.89,77.20 2 0
gin-artweb/internal/model/oes/task.go:77.20,78.55 1 0
gin-artweb/internal/model/oes/task.go:78.55,80.4 1 0
gin-artweb/internal/model/oes/task.go:82.2,82.29 1 0
gin-artweb/internal/model/oes/task.go:82.29,83.74 1 0
gin-artweb/internal/model/oes/task.go:83.74,85.4 1 0
gin-artweb/internal/model/oes/task.go:87.2,87.34 1 0
gin-artweb/internal/model/oes/task.go:87.34,88.84 1 0
gin-artweb/internal/model/oes/task.go:88.84,90.4 1 0
gin-artweb/internal/model/oes/task.go:92.2,92.20 1 0
gin-artweb/internal/model/oes/task.go:92.20,93.55 1 0
gin-artweb/internal/model/oes/task.go:93.55,95.4 1 0
gin-artweb/internal/model/oes/task.go:97.2,97.20 1 0
gin-artweb/internal/model/oes/task.go:97.20,98.55 1 0
gin-artweb/internal/model/oes/task.go:98.55,100.4 1 0
gin-artweb/internal/model/oes/task.go:102.2,102.21 1 0
gin-artweb/internal/model/oes/task.go:102.21,103.57 1 0
gin-artweb/internal/model/oes/task.go:103.57,105.4 1 0
gin-artweb/internal/model/oes/task.go:107.2,107.21 1 0
gin-artweb/internal/model/oes/task.go:107.21,108.57 1 0
gin-artweb/internal/model/oes/task.go:108.57,110.4 1 0
gin-artweb/internal/model/oes/task.go:112.2,112.12 1 0
gin-artweb/internal/model/oes/task.go:127.58,129.2 1 0
gin-artweb/internal/model/oes/task.go:131.59,133.2 1 0
gin-artweb/internal/model/oes/task.go:135.85,137.41 2 0
gin-artweb/internal/model/oes/task.go:137.41,139.3 1 0
gin-artweb/internal/model/oes/task.go:140.2,140.12 1 0
gin-artweb/internal/model/oes/task.go:143.64,146.31 3 0
gin-artweb/internal/model/oes/task.go:146.31,147.14 1 0
gin-artweb/internal/model/oes/task.go:147.14,149.4 1 0
gin-artweb/internal/model/oes/task.go:151.2,151.17 1 0
gin-artweb/internal/model/oes/task.go:166.89,168.20 2 0
gin-artweb/internal/model/oes/task.go:168.20,169.55 1 0
gin-artweb/internal/model/oes/task.go:169.55,171.4 1 0
gin-artweb/internal/model/oes/task.go:173.2,173.29 1 0
gin-artweb/internal/model/oes/task.go:173.29,174.74 1 0
gin-artweb/internal/model/oes/task.go:174.74,176.4 1 0
gin-artweb/internal/model/oes/task.go:178.2,178.34 1 0
gin-artweb/internal/model/oes/task.go:178.34,179.84 1 0
gin-artweb/internal/model/oes/task.go:179.84,181.4 1 0
gin-artweb/internal/model/oes/task.go:183.2,183.20 1 0
gin-artweb/internal/model/oes/task.go:183.20,184.55 1 0
gin-artweb/internal/model/oes/task.go:184.55,186.4 1 0
gin-artweb/internal/model/oes/task.go:188.2,188.21 1 0
gin-artweb/internal/model/oes/task.go:188.21,189.57 1 0
gin-artweb/internal/model/oes/task.go:189.57,191.4 1 0
gin-artweb/internal/model/oes/task.go:193.2,193.21 1 0
gin-artweb/internal/model/oes/task.go:193.21,194.57 1 0
gin-artweb/internal/model/oes/task.go:194.57,196.4 1 0
gin-artweb/internal/model/oes/task.go:198.2,198.24 1 0
gin-artweb/internal/model/oes/task.go:198.24,199.64 1 0
gin-artweb/internal/model/oes/task.go:199.64,201.4 1 0
gin-artweb/internal/model/oes/task.go:203.2,203.25 1 0
gin-artweb/internal/model/oes/task.go:203.25,204.66 1 0
gin-artweb/internal/model/oes/task.go:204.66,206.4 1 0
gin-artweb/internal/model/oes/task.go:208.2,208.12 1 0
gin-artweb/internal/model/oes/task.go:220.58,222.2 1 0
gin-artweb/internal/model/oes/task.go:224.59,226.2 1 0
gin-artweb/internal/model/oes/task.go:228.85,230.41 2 0
gin-artweb/internal/model/oes/task.go:230.41,232.3 1 0
gin-artweb/internal/model/oes/task.go:233.2,233.12 1 0
gin-artweb/internal/model/oes/task.go:236.64,239.31 3 0
gin-artweb/internal/model/oes/task.go:239.31,240.14 1 0
gin-artweb/internal/model/oes/task.go:240.14,242.4 1 0
gin-artweb/internal/model/oes/task.go:244.2,244.17 1 0
gin-artweb/internal/model/oes/task.go:256.89,258.20 2 0
gin-artweb/internal/model/oes/task.go:258.20,259.55 1 0
gin-artweb/internal/model/oes/task.go:259.55,261.4 1 0
gin-artweb/internal/model/oes/task.go:263.2,263.29 1 0
gin-artweb/internal/model/oes/task.go:263.29,264.74 1 0
gin-artweb/internal/model/oes/task.go:264.74,266.4 1 0
gin-artweb/internal/model/oes/task.go:268.2,268.34 1 0
gin-artweb/internal/model/oes/task.go:268.34,269.84 1 0
gin-artweb/internal/model/oes/task.go:269.84,271.4 1 0
gin-artweb/internal/model/oes/task.go:273.2,273.20 1 0
gin-artweb/internal/model/oes/task.go:273.20,274.55 1 0
gin-artweb/internal/model/oes/task.go:274.55,276.4 1 0
gin-artweb/internal/model/oes/task.go:278.2,278.21 1 0
gin-artweb/internal/model/oes/task.go:278.21,279.57 1 0
gin-artweb/internal/model/oes/task.go:279.57,281.4 1 0
gin-artweb/internal/model/oes/task.go:283.2,283.12 1 0
gin-artweb/internal/model/resource/host.go:23.40,25.2 1 0
gin-artweb/internal/model/resource/host.go:27.71,28.14 1 0
gin-artweb/internal/model/resource/host.go:28.14,30.3 1 0
gin-artweb/internal/model/resource/host.go:31.2,31.62 1 0
gin-artweb/internal/model/resource/host.go:31.62,33.3 1 0
gin-artweb/internal/model/resource/host.go:34.2,41.12 8 0
gin-artweb/internal/model/resource/host.go:44.50,54.2 1 0
gin-artweb/internal/model/resource/host.go:56.54,57.18 1 0
gin-artweb/internal/model/resource/host.go:57.18,59.3 1 0
gin-artweb/internal/model/resource/host.go:61.2,62.23 2 0
gin-artweb/internal/model/resource/host.go:62.23,64.3 1 0
gin-artweb/internal/model/resource/host.go:65.2,65.12 1 0
gin-artweb/internal/model/resource/host.go:76.78,83.2 6 0
gin-artweb/internal/model/resource/host.go:85.62,93.2 1 0
gin-artweb/internal/model/resource/host.go:124.77,133.2 8 0
gin-artweb/internal/model/resource/host.go:135.47,145.2 1 0
gin-artweb/internal/model/resource/host.go:147.56,157.2 1 0
gin-artweb/internal/model/resource/host.go:188.75,192.24 4 0
gin-artweb/internal/model/resource/host.go:192.24,194.3 1 0
gin-artweb/internal/model/resource/host.go:194.8,196.3 1 0
gin-artweb/internal/model/resource/host.go:197.2,200.12 4 0
gin-artweb/internal/model/resource/host.go:203.53,205.20 2 0
gin-artweb/internal/model/resource/host.go:205.20,207.3 1 0
gin-artweb/internal/model/resource/host.go:208.2,208.21 1 0
gin-artweb/internal/model/resource/host.go:208.21,210.3 1 0
gin-artweb/internal/model/resource/host.go:211.2,211.21 1 0
gin-artweb/internal/model/resource/host.go:211.21,213.3 1 0
gin-artweb/internal/model/resource/host.go:214.2,214.24 1 0
gin-artweb/internal/model/resource/host.go:214.24,216.3 1 0
gin-artweb/internal/model/resource/host.go:217.2,217.23 1 0
gin-artweb/internal/model/resource/host.go:217.23,219.3 1 0
gin-artweb/internal/model/resource/host.go:220.2,220.22 1 0
gin-artweb/internal/model/resource/host.go:220.22,222.3 1 0
gin-artweb/internal/model/resource/host.go:223.2,223.22 1 0
gin-artweb/internal/model/resource/host.go:223.22,225.3 1 0
gin-artweb/internal/model/resource/host.go:226.2,226.17 1 0
gin-artweb/internal/model/resource/host.go:274.16,285.2 1 0
gin-artweb/internal/model/resource/host.go:289.20,295.2 1 0
gin-artweb/internal/model/resource/host.go:299.21,300.18 1 0
gin-artweb/internal/model/resource/host.go:300.18,302.3 1 0
gin-artweb/internal/model/resource/host.go:303.2,304.23 2 0
gin-artweb/internal/model/resource/host.go:304.23,307.3 2 0
gin-artweb/internal/model/resource/host.go:308.2,308.12 1 0
gin-artweb/internal/model/resource/package.go:24.43,26.2 1 0
gin-artweb/internal/model/resource/package.go:28.74,29.14 1 0
gin-artweb/internal/model/resource/package.go:29.14,31.3 1 0
gin-artweb/internal/model/resource/package.go:32.2,32.58 1 0
gin-artweb/internal/model/resource/package.go:32.58,34.3 1 0
gin-artweb/internal/model/resource/package.go:35.2,40.12 6 0
gin-artweb/internal/model/resource/package.go:43.60,44.18 1 0
gin-artweb/internal/model/resource/package.go:44.18,46.3 1 0
gin-artweb/internal/model/resource/package.go:48.2,49.23 2 0
gin-artweb/internal/model/resource/package.go:49.23,51.3 1 0
gin-artweb/internal/model/resource/package.go:52.2,52.12 1 0
gin-artweb/internal/model/resource/package.go:66.80,70.2 3 0
gin-artweb/internal/model/resource/package.go:79.80,84.2 4 0
gin-artweb/internal/model/resource/package.go:86.59,92.2 1 0
gin-artweb/internal/model/resource/package.go:118.78,119.65 1 0
gin-artweb/internal/model/resource/package.go:119.65,121.3 1 0
gin-artweb/internal/model/resource/package.go:122.2,128.12 7 0
gin-artweb/internal/model/resource/package.go:131.56,133.24 2 0
gin-artweb/internal/model/resource/package.go:133.24,135.3 1 0
gin-artweb/internal/model/resource/package.go:136.2,136.21 1 0
gin-artweb/internal/model/resource/package.go:136.21,138.3 1 0
gin-artweb/internal/model/resource/package.go:139.2,139.22 1 0
gin-artweb/internal/model/resource/package.go:139.22,142.35 3 0
gin-artweb/internal/model/resource/package.go:142.35,144.26 2 0
gin-artweb/internal/model/resource/package.go:144.26,146.5 1 0
gin-artweb/internal/model/resource/package.go:148.3,148.22 1 0
gin-artweb/internal/model/resource/package.go:148.22,150.4 1 0
gin-artweb/internal/model/resource/package.go:152.2,152.23 1 0
gin-artweb/internal/model/resource/package.go:152.23,154.3 1 0
gin-artweb/internal/model/resource/package.go:155.2,155.32 1 0
gin-artweb/internal/model/resource/package.go:155.32,157.17 2 0
gin-artweb/internal/model/resource/package.go:157.17,159.4 1 0
gin-artweb/internal/model/resource/package.go:161.2,161.31 1 0
gin-artweb/internal/model/resource/package.go:161.31,163.17 2 0
gin-artweb/internal/model/resource/package.go:163.17,165.4 1 0
gin-artweb/internal/model/resource/package.go:167.2,167.17 1 0
gin-artweb/internal/model/resource/package.go:196.23,204.2 1 0
gin-artweb/internal/model/resource/package.go:208.24,209.18 1 0
gin-artweb/internal/model/resource/package.go:209.18,211.3 1 0
gin-artweb/internal/model/resource/package.go:212.2,213.17 2 0
gin-artweb/internal/model/resource/package.go:213.17,214.24 1 0
gin-artweb/internal/model/resource/package.go:214.24,217.4 2 0
gin-artweb/internal/model/resource/package.go:219.2,219.12 1 0
gin-artweb/internal/model/sys/api.go:20.39,22.2 1 0
gin-artweb/internal/model/sys/api.go:24.70,25.14 1 0
gin-artweb/internal/model/sys/api.go:25.14,27.3 1 0
gin-artweb/internal/model/sys/api.go:28.2,28.62 1 0
gin-artweb/internal/model/sys/api.go:28.62,30.3 1 0
gin-artweb/internal/model/sys/api.go:31.2,35.12 5 0
gin-artweb/internal/model/sys/api.go:38.49,45.2 1 0
gin-artweb/internal/model/sys/api.go:47.52,48.18 1 0
gin-artweb/internal/model/sys/api.go:48.18,50.3 1 0
gin-artweb/internal/model/sys/api.go:52.2,53.23 2 0
gin-artweb/internal/model/sys/api.go:53.23,55.3 1 0
gin-artweb/internal/model/sys/api.go:56.2,56.12 1 0
gin-artweb/internal/model/sys/api.go:79.76,86.2 6 0
gin-artweb/internal/model/sys/api.go:88.45,98.2 1 0
gin-artweb/internal/model/sys/api.go:118.76,124.2 5 0
gin-artweb/internal/model/sys/api.go:126.55,133.2 1 0
gin-artweb/internal/model/sys/api.go:155.74,156.16 1 0
gin-artweb/internal/model/sys/api.go:156.16,158.3 1 0
gin-artweb/internal/model/sys/api.go:159.2,159.69 1 0
gin-artweb/internal/model/sys/api.go:159.69,161.3 1 0
gin-artweb/internal/model/sys/api.go:162.2,166.12 5 0
gin-artweb/internal/model/sys/api.go:169.52,171.19 2 0
gin-artweb/internal/model/sys/api.go:171.19,173.3 1 0
gin-artweb/internal/model/sys/api.go:174.2,174.22 1 0
gin-artweb/internal/model/sys/api.go:174.22,176.3 1 0
gin-artweb/internal/model/sys/api.go:177.2,177.21 1 0
gin-artweb/internal/model/sys/api.go:177.21,179.3 1 0
gin-artweb/internal/model/sys/api.go:180.2,180.21 1 0
gin-artweb/internal/model/sys/api.go:180.21,182.3 1 0
gin-artweb/internal/model/sys/api.go:183.2,183.17 1 0
gin-artweb/internal/model/sys/api.go:216.56,226.2 1 0
gin-artweb/internal/model/sys/api.go:228.64,229.18 1 0
gin-artweb/internal/model/sys/api.go:229.18,231.3 1 0
gin-artweb/internal/model/sys/api.go:232.2,233.23 2 0
gin-artweb/internal/model/sys/api.go:233.23,236.3 2 0
gin-artweb/internal/model/sys/api.go:237.2,237.12 1 0
gin-artweb/internal/model/sys/button.go:23.42,25.2 1 0
gin-artweb/internal/model/sys/button.go:27.73,28.14 1 0
gin-artweb/internal/model/sys/button.go:28.14,30.3 1 0
gin-artweb/internal/model/sys/button.go:31.2,31.62 1 0
gin-artweb/internal/model/sys/button.go:31.62,33.3 1 0
gin-artweb/internal/model/sys/button.go:34.2,39.96 6 0
gin-artweb/internal/model/sys/button.go:39.96,40.30 1 0
gin-artweb/internal/model/sys/button.go:40.30,42.4 1 0
gin-artweb/internal/model/sys/button.go:43.3,43.13 1 0
gin-artweb/internal/model/sys/button.go:44.18,46.3 1 0
gin-artweb/internal/model/sys/button.go:47.2,47.12 1 0
gin-artweb/internal/model/sys/button.go:50.52,58.2 1 0
gin-artweb/internal/model/sys/button.go:60.58,61.18 1 0
gin-artweb/internal/model/sys/button.go:61.18,63.3 1 0
gin-artweb/internal/model/sys/button.go:65.2,66.23 2 0
gin-artweb/internal/model/sys/button.go:66.23,68.3 1 0
gin-artweb/internal/model/sys/button.go:69.2,69.12 1 0
gin-artweb/internal/model/sys/button.go:98.79,105.99 7 0
gin-artweb/internal/model/sys/button.go:105.99,106.33 1 0
gin-artweb/internal/model/sys/button.go:106.33,108.4 1 0
gin-artweb/internal/model/sys/button.go:109.3,109.13 1 0
gin-artweb/internal/model/sys/button.go:110.18,112.3 1 0
gin-artweb/internal/model/sys/button.go:113.2,113.12 1 0
gin-artweb/internal/model/sys/button.go:116.51,127.2 1 0
gin-artweb/internal/model/sys/button.go:152.79,158.99 6 0
gin-artweb/internal/model/sys/button.go:158.99,159.33 1 0
gin-artweb/internal/model/sys/button.go:159.33,161.4 1 0
gin-artweb/internal/model/sys/button.go:162.3,162.13 1 0
gin-artweb/internal/model/sys/button.go:163.18,165.3 1 0
gin-artweb/internal/model/sys/button.go:166.2,166.12 1 0
gin-artweb/internal/model/sys/button.go:169.58,177.2 1 0
gin-artweb/internal/model/sys/button.go:199.77,200.16 1 0
gin-artweb/internal/model/sys/button.go:200.16,202.3 1 0
gin-artweb/internal/model/sys/button.go:203.2,203.69 1 0
gin-artweb/internal/model/sys/button.go:203.69,205.3 1 0
gin-artweb/internal/model/sys/button.go:206.2,207.25 2 0
gin-artweb/internal/model/sys/button.go:207.25,209.3 1 0
gin-artweb/internal/model/sys/button.go:210.2,212.12 3 0
gin-artweb/internal/model/sys/button.go:215.55,217.20 2 0
gin-artweb/internal/model/sys/button.go:217.20,219.3 1 0
gin-artweb/internal/model/sys/button.go:220.2,220.25 1 0
gin-artweb/internal/model/sys/button.go:220.25,222.3 1 0
gin-artweb/internal/model/sys/button.go:223.2,223.21 1 0
gin-artweb/internal/model/sys/button.go:223.21,225.3 1 0
gin-artweb/internal/model/sys/button.go:226.2,226.21 1 0
gin-artweb/internal/model/sys/button.go:226.21,228.3 1 0
gin-artweb/internal/model/sys/button.go:229.2,229.17 1 0
gin-artweb/internal/model/sys/button.go:279.18,287.2 1 0
gin-artweb/internal/model/sys/button.go:291.22,297.2 1 0
gin-artweb/internal/model/sys/button.go:301.20,303.20 2 0
gin-artweb/internal/model/sys/button.go:303.20,305.3 1 0
gin-artweb/internal/model/sys/button.go:306.2,307.21 2 0
gin-artweb/internal/model/sys/button.go:307.21,309.28 2 0
gin-artweb/internal/model/sys/button.go:309.28,311.4 1 0
gin-artweb/internal/model/sys/button.go:313.2,317.3 1 0
gin-artweb/internal/model/sys/button.go:322.23,323.18 1 0
gin-artweb/internal/model/sys/button.go:323.18,325.3 1 0
gin-artweb/internal/model/sys/button.go:326.2,327.17 2 0
gin-artweb/internal/model/sys/button.go:327.17,328.24 1 0
gin-artweb/internal/model/sys/button.go:328.24,331.4 2 0
